"","text_prepared.1","text_prepared.2","text_prepared.3","text_prepared.4","text_prepared.5","text_prepared.6","text_prepared.7","text_prepared.8","text_prepared.9","text_prepared.10","text_prepared.11","text_prepared.12","text_prepared.13","text_prepared.14","text_prepared.15","text_prepared.16","text_prepared.17","text_prepared.18","text_prepared.19","text_prepared.20","text_prepared.21","text_prepared.22","text_prepared.23","text_prepared.24","text_prepared.25","text_prepared.26","text_prepared.27","text_prepared.28","text_prepared.29","text_prepared.30","text_prepared.31","text_prepared.32","text_prepared.33","text_prepared.34","text_prepared.35","text_prepared.36","text_prepared.37","text_prepared.38","text_prepared.39","text_prepared.40","text_prepared.41","text_prepared.42","text_prepared.43","text_prepared.44","text_prepared.45","text_prepared.46","text_prepared.47","text_prepared.48","text_prepared.49","text_prepared.50","text_prepared.51","text_prepared.52","text_prepared.53","text_prepared.54","labels"
"labels108",0,0,0,0,0,0,0,0,0,0,26,92,16,245,33,6,209,10,1734,31,3,458,1315,5,238,2,92,16,1182,3,233,2640,3,1640,143,26,92,191,4403,4,1,330,5345,10,3288,146,31,1691,143,30,762,90,371,40,1
"labels109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,833,30,1799,1,221,99,134,52,3,2781,2,4159,28,770,8,1644,2,175,31,1378,466,5,948,316,3,862,5,558,4225,2030,2,1096,3540,970,2088,13,694,8,597,1
"labels110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,31,84,22,1,180,3,1779,309,45,114,21,36,48,2,126,17,416,2,86,45,85,16,1953,497,15,379,3232,1
"labels111",0,0,0,0,0,0,9,30,2828,1172,44,656,175,31,27,208,4483,5,1,634,338,52,2,142,152,56,8,175,31,50,17,569,4,678,2503,37,1906,9,7,165,2,367,323,44,22,88,352,5,397,398,1052,5,73,305,1
"labels112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,2682,3,635,2744,5,20,2,207,1,12624,2,9768,2742,4,1,2509,57,59,120,86,466,2,51,11,1708,3,68,108,447,26,18,366,2682,0
"labels113",0,0,0,0,0,0,0,0,0,546,22,7055,3,1,119,31,2,201,546,22,1,4700,4,4622,8,108,5,7540,1,259,2221,4,51,18,66,8,1,107,12,66,8,6,599,1046,2,1114,59,12,66,3,436,1,119,64,0
"labels114",34,10,1,573,40,2,767,4,1,119,31,2167,6,99,218,1,83,423,36,2,48,45,9,74,8,1,107,4,12,75,12,66,8,8502,1,119,31,216,6,1657,4,803,1242,2,597,5,1,1035,40,2,200,4,1,69,1
"labels115",0,0,0,0,0,0,0,0,0,0,12,66,8,19,194,8,28,188,12,715,2483,8,25,491,111,4,4900,2,543,1,1367,4,86,4049,1128,865,2768,819,335,2,1860,1,268,59,120,6,1173,550,458,213,3,1,176,7130,0
"labels116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1128,865,95,4602,9,4882,282,16,366,573,14,5975,112,11,4,1348,103,1699,2384,2509,32,2455,5,227,1
"labels117",0,0,0,0,0,0,0,0,0,0,95,4602,9,4882,282,16,366,573,14,5975,112,11,4,1348,103,1699,2384,2509,32,2455,5,227,112,18,103,906,972,2,1030,523,6068,22,3811,9488,8,1935,57,2,10,18,1,2996,4,865,1
"labels118",0,0,0,0,0,0,0,0,112,11,4,1348,103,1699,2384,2509,32,2455,5,227,112,18,103,906,972,2,1030,523,6068,22,3811,9488,8,1935,57,2,10,18,1,2996,4,865,25,32,88,103,4,1,491,8152,4,119,41,200,1
"labels119",0,0,0,0,0,0,0,0,0,0,0,0,0,112,18,103,906,972,2,1030,523,6068,22,3811,9488,8,1935,57,2,10,18,1,2996,4,865,25,32,88,103,4,1,491,8152,4,119,41,200,6,3929,4,1262,14,36,89,1
"labels120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,32,88,103,4,1,491,8152,4,119,41,200,6,3929,4,1262,14,36,89,51,405,5,41,36,56,1
"labels121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,405,5,41,36,56,1,523,2760,1,2192,4,36,6,52,154,14,179,549,2,179,56,51,405,5,103,2923,4,152,36,56,8,28,188,1
"labels122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,257,39,261,5,374,63,2384,2509,226,2957,190,1030,5585,36,89,2,972,1849,10,972,1,52,9,734,33,1,2177,4,1,18,1
"labels123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,63,2384,2509,226,2957,190,1030,5585,36,89,2,972,1849,10,972,1,52,9,734,33,1,2177,4,1,18,3582,4,250,85,4985,257,972,226,4901,190,1
"labels124",0,0,0,0,0,0,0,0,0,0,0,2,972,1849,10,972,1,52,9,734,33,1,2177,4,1,18,3582,4,250,85,4985,257,972,226,4901,190,10,226,6,109,146,6,641,204,4,119,104,734,121,36,549,41,37,179,1
"labels125",0,0,0,0,0,3582,4,250,85,4985,257,972,226,4901,190,10,226,6,109,146,6,641,204,4,119,104,734,121,36,549,41,37,179,39,734,3,68,10,5478,442,5,200,159,252,14,1,2301,2,1,36,56,4,23,75,1
"labels126",200,159,252,14,1,2301,2,1,36,56,4,23,75,26,18,1,2392,471,51,379,605,2,845,865,3,62,6,1501,209,4,41,36,549,8,28,188,6,36,52,154,14,1,468,120,4,1,1364,38,1,1367,4,23,663,853,1
"labels127",0,0,0,0,0,0,0,0,0,0,0,0,6,36,52,154,14,1,468,120,4,1,1364,38,1,1367,4,23,663,853,2543,2509,32,1692,865,747,314,146,972,102,473,1,303,128,972,1849,10,972,5977,3,174,6,3,865,1
"labels128",0,0,0,0,0,0,0,0,0,0,0,0,2543,2509,32,1692,865,747,314,146,972,102,473,1,303,128,972,1849,10,972,5977,3,174,6,3,865,374,1662,1030,4964,2543,13419,1849,10,111,31,5977,2,538,6,237,2923,36,52,1
"labels129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,1662,1030,4964,2543,13419,1849,10,111,31,5977,2,538,6,237,2923,36,52,181,10,18,257,25,646,11,28,190,26,18,6,1265,14,1,107,4,865,1
"labels130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,10,18,257,25,646,11,28,190,26,18,6,1265,14,1,107,4,865,127,9,276,1,523,3,174,250,205,361,1,395,412,4,4674,36,6,237,2923,52,1
"labels131",0,0,0,0,0,0,0,0,0,0,0,26,18,6,1265,14,1,107,4,865,127,9,276,1,523,3,174,250,205,361,1,395,412,4,4674,36,6,237,2923,52,127,9,276,3,246,2543,2509,942,1338,3,253,1030,90,865,1
"labels132",0,0,0,0,0,0,0,127,9,276,1,523,3,174,250,205,361,1,395,412,4,4674,36,6,237,2923,52,127,9,276,3,246,2543,2509,942,1338,3,253,1030,90,865,37,127,9,276,6,51,20,13,6,66,3,861,865,1
"labels133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,9,276,3,246,2543,2509,942,1338,3,253,1030,90,865,37,127,9,276,6,51,20,13,6,66,3,861,865,328,103,2923,1
"labels134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,83,423,36,56,52,8,28,188,9,245,53,25,52,9,215,1276,4,26,2,9,215,877,3,408,26,269,3,91,227,36,51,521,5,865,1
"labels135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,245,53,25,52,9,215,1276,4,26,2,9,215,877,3,408,26,269,3,91,227,36,51,521,5,865,26,18,265,41,89,1
"labels136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,521,5,865,26,18,265,41,89,95,26,49,2750,2331,469,190,50,9,17,190,1,1212,10,68,250,7414,119,1
"labels137",0,0,0,0,0,0,0,0,0,95,26,49,2750,2331,469,190,50,9,17,190,1,1212,10,68,250,7414,119,26,2750,10,5,12,111,182,348,191,2504,845,2763,7,56,8,348,26,2750,10,1,119,31,1189,98,8,284,73,0
"labels138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2750,10,5,12,111,182,348,191,2504,845,2763,7,56,8,348,26,2750,10,1,119,31,1189,98,8,284,73,10,9,82,12,7845,2,79,5,74,0
"labels139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2750,10,1,119,31,1189,98,8,284,73,10,9,82,12,7845,2,79,5,74,121,103,2337,884,1139,0
"labels140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,18,471,51,521,5,26,26,18,802,26,18,8,1,150,38,328,1,1186,1
"labels141",0,0,0,0,0,0,0,0,0,0,0,0,26,18,8,1,150,38,328,1,1186,1,551,3671,190,6,239,889,95,348,976,282,74,6,239,889,2051,348,896,2930,1,36,52,90,6,122,2,104,17,5,3323,4,2278,368,1
"labels142",0,0,0,0,0,0,0,0,0,0,0,0,0,1,551,3671,190,6,239,889,95,348,976,282,74,6,239,889,2051,348,896,2930,1,36,52,90,6,122,2,104,17,5,3323,4,2278,368,51,2229,282,261,5,6,239,889,1
"labels143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,348,976,282,74,6,239,889,2051,348,896,2930,1,36,52,90,6,122,2,104,17,5,3323,4,2278,368,51,2229,282,261,5,6,239,889,9,261,5,865,1
"labels144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2229,282,261,5,6,239,889,9,261,5,865,2,9,1090,920,7536,9,1090,920,246,53,14,317,1,294,4,2274,3704,1
"labels145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,261,5,865,2,9,1090,920,7536,9,1090,920,246,53,14,317,1,294,4,2274,3704,9,276,3,191,26,269,3,6,35,294,4,72,138,1
"labels146",0,0,0,0,0,0,2,9,1090,920,7536,9,1090,920,246,53,14,317,1,294,4,2274,3704,9,276,3,191,26,269,3,6,35,294,4,72,138,10,18,471,6,51,20,7,1055,87,1,1364,2367,15,8,132,2274,12625,1079,1
"labels147",0,0,0,0,0,0,0,0,0,0,9,276,3,191,26,269,3,6,35,294,4,72,138,10,18,471,6,51,20,7,1055,87,1,1364,2367,15,8,132,2274,12625,1079,62,1722,770,4,53,3,8,1123,50,918,2274,3704,631,1
"labels148",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1722,770,4,53,3,8,1123,50,918,2274,3704,631,192,865,318,619,1073,1884,2,45,10,7131,181,90,1,3448,2,9,1090,1317,771,4,596,1123,2,1066,216,59,1
"labels149",0,0,0,0,0,0,0,0,2,9,1090,1317,771,4,596,1123,2,1066,216,59,5,71,118,2274,3704,32,6895,9,1090,62,865,1947,12626,1123,2,1066,3,196,2274,3704,45,51,7,49,40,13,1,286,3,1032,12,41,614,52,1
"labels150",0,0,0,0,5,71,118,2274,3704,32,6895,9,1090,62,865,1947,12626,1123,2,1066,3,196,2274,3704,45,51,7,49,40,13,1,286,3,1032,12,41,614,52,146,1,523,6559,29,596,1753,5,1,220,39,871,26,14,179,36,1
"labels151",0,0,0,0,0,51,7,49,40,13,1,286,3,1032,12,41,614,52,146,1,523,6559,29,596,1753,5,1,220,39,871,26,14,179,36,51,18,618,421,11,41,36,405,5,41,475,397,98,4,3472,2736,2,1127,900,2148,1
"labels152",0,146,1,523,6559,29,596,1753,5,1,220,39,871,26,14,179,36,51,18,618,421,11,41,36,405,5,41,475,397,98,4,3472,2736,2,1127,900,2148,1,2509,20,32,748,820,6,115,1075,98,4,41,614,55,3,1,286,1
"labels153",0,0,0,0,0,0,0,0,0,0,0,51,18,618,421,11,41,36,405,5,41,475,397,98,4,3472,2736,2,1127,900,2148,1,2509,20,32,748,820,6,115,1075,98,4,41,614,55,3,1,286,51,7,253,26,269,5,1
"labels154",0,0,0,0,0,0,0,1,2509,20,32,748,820,6,115,1075,98,4,41,614,55,3,1,286,51,7,253,26,269,5,9,1090,185,29,596,42,5,342,1141,8,783,913,5710,1,3221,855,1,544,368,10013,2,90,614,2249,1
"labels155",0,0,0,0,0,0,0,51,7,253,26,269,5,9,1090,185,29,596,42,5,342,1141,8,783,913,5710,1,3221,855,1,544,368,10013,2,90,614,2249,9,1090,49,62,29,596,42,1213,2296,8,14912,5,41,475,133,4,1394,1
"labels156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1090,49,62,29,596,42,1213,2296,8,14912,5,41,475,133,4,1394,25,11,51,18,744,8,1,36,52,104,50,43,863,6,2274,3704,2706,1
"labels157",0,0,0,0,0,0,0,0,0,0,25,11,51,18,744,8,1,36,52,104,50,43,863,6,2274,3704,2706,544,50,762,1524,54,783,913,2,845,22,270,3,108,1,198,1123,1066,2,468,311,45,133,4,1394,5,41,475,1
"labels158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,3621,3,68,25,744,340,9,841,74,3,127,24,2384,2509,11,13634,773,14,865,1
"labels159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,68,25,744,340,9,841,74,3,127,24,2384,2509,11,13634,773,14,865,546,276,3,173,6,11826,216,26,1
"labels160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2384,2509,11,13634,773,14,865,546,276,3,173,6,11826,216,26,5,617,9,84,127,24,8,12,1331,376,1
"labels161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546,43,282,6,52,118,1706,188,17,884,14,614,900,2148,8,176,3486,4,109,12,1331,376,22,2193,25,111,181,39,896,6010,26,627,502,4,773,0
"labels162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,896,1974,804,2,777,12,751,1,1670,4,12,11657,1,1285,8,188,4,2218,571,11,309,9,2106,108,5,745,348,613,546,630,172,4,1,10545,571,0
"labels163",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1670,4,12,11657,1,1285,8,188,4,2218,571,11,309,9,2106,108,5,745,348,613,546,630,172,4,1,10545,571,9,896,3187,121,83,3473,0
"labels164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,613,546,630,172,4,1,10545,571,9,896,3187,121,83,3473,9,896,1247,121,0
"labels165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,896,3187,121,83,3473,9,896,1247,121,9,896,4083,6,35,3823,4,804,2,751,1898,15,574,188,0
"labels166",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,896,1247,121,9,896,4083,6,35,3823,4,804,2,751,1898,15,574,188,8146,201,26,18,109,3,1243,6515,348,0
"labels167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2879,2,664,2,1,198,267,4,5877,23,116,3,59,11,3,246,108,1,83,18,198,36,52,3,191,108,368,900,2148,2,90,614,2249,21,1524,21,417,1
"labels168",198,267,4,5877,23,116,3,59,11,3,246,108,1,83,18,198,36,52,3,191,108,368,900,2148,2,90,614,2249,21,1524,21,417,598,546,43,4802,1,1419,1840,5,228,477,8,614,56,5,25,111,314,1,983,4,57,1748,1
"labels169",0,3,191,108,368,900,2148,2,90,614,2249,21,1524,21,417,598,546,43,4802,1,1419,1840,5,228,477,8,614,56,5,25,111,314,1,983,4,57,1748,6,228,51,20,7,174,227,477,8,1,614,217,4,188,741,2,47,1
"labels170",598,546,43,4802,1,1419,1840,5,228,477,8,614,56,5,25,111,314,1,983,4,57,1748,6,228,51,20,7,174,227,477,8,1,614,217,4,188,741,2,47,9,7,34,10,39,43,76,6,614,3290,41,37,179,5126,891,1
"labels171",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,34,10,39,43,76,6,614,3290,41,37,179,5126,891,121,24,2587,121,24,900,2148,8,12,7416,188,1
"labels172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,24,900,2148,8,12,7416,188,25,11,29,283,1840,4,1,802,1416,4,865,9,882,26,865,3621,1
"labels173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,11,29,283,1840,4,1,802,1416,4,865,9,882,26,865,3621,5,322,1354,4,59,12,1331,376,43,2370,53,3,754,8,6896,8992,2,4790,961,1
"labels174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,882,26,865,3621,5,322,1354,4,59,12,1331,376,43,2370,53,3,754,8,6896,8992,2,4790,961,865,3621,7,246,108,6,614,3290,5126,891,1
"labels175",0,0,0,0,0,0,0,0,0,5,322,1354,4,59,12,1331,376,43,2370,53,3,754,8,6896,8992,2,4790,961,865,3621,7,246,108,6,614,3290,5126,891,41,475,7,504,244,55,3,130,1,45,39,62,8,188,741,47,1
"labels176",0,0,0,0,0,0,0,0,0,0,0,0,865,3621,7,246,108,6,614,3290,5126,891,41,475,7,504,244,55,3,130,1,45,39,62,8,188,741,47,51,7,49,157,8,179,614,2249,101,638,6347,13,1,179,614,52,1
"labels177",0,0,0,0,41,475,7,504,244,55,3,130,1,45,39,62,8,188,741,47,51,7,49,157,8,179,614,2249,101,638,6347,13,1,179,614,52,21,6,662,1331,188,7,121,708,74,3,174,98,179,36,549,8,614,56,1
"labels178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,217,7,16,2549,15,6,228,51,20,865,3621,11,6,491,1168,8,12,35,36,52,26,3160,1,1108,3789,3344,159,41,9194,179,475,2,1077,9194,106,55,1
"labels179",179,549,2824,95,853,8,72,138,4,614,255,371,98,15,1,179,612,101,865,3621,86,217,7,16,1815,15,1,1077,963,1,612,3,136,23,614,549,3758,15,33,525,72,138,51,7,2124,3,34,86,705,17,1466,3095,1,41,1
"labels180",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,7,2124,3,34,86,705,17,1466,3095,1,41,10,18,1,1454,4,865,3621,1460,865,90,802,614,1416,41,2,179,8,188,741,2,47,1
"labels181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,1,1454,4,865,3621,1460,865,90,802,614,1416,41,2,179,8,188,741,2,47,397,614,900,2148,8,28,419,503,1
"labels182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1460,865,90,802,614,1416,41,2,179,8,188,741,2,47,397,614,900,2148,8,28,419,503,2,254,97,343,8,293,13,179,614,549,705,4,24,60,72,138,1
"labels183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,254,97,343,8,293,13,179,614,549,705,4,24,60,72,138,26,18,6,3621,865,52,865,3621,2,151,6,51,20,7,196,26,1
"labels184",0,0,0,0,0,0,942,116,9,84,62,3,12,1331,376,461,112,17,24,60,188,140,4,108,1706,900,8,754,2,57,328,3,22,23,9489,2018,2384,2509,8503,1,1523,228,225,2,1849,10,1,286,734,3,1189,318,1677,56,1
"labels185",0,0,0,0,0,0,0,0,461,112,17,24,60,188,140,4,108,1706,900,8,754,2,57,328,3,22,23,9489,2018,2384,2509,8503,1,1523,228,225,2,1849,10,1,286,734,3,1189,318,1677,56,546,1243,26,18,6,35,477,1
"labels186",18,471,6,51,20,7,153,6,35,1677,225,6,42,80,13,29,596,42,1677,2296,8,741,1517,2,36,1298,2632,25,7,435,891,1,292,3221,2,246,12,1331,376,257,39,1166,1,56,4,6,8504,238,5,855,23,9489,2018,53,1
"labels187",0,0,0,0,0,25,7,435,891,1,292,3221,2,246,12,1331,376,257,39,1166,1,56,4,6,8504,238,5,855,23,9489,2018,53,39,896,2193,12,111,181,201,9,84,2879,2,1150,23,120,54,865,3621,2,6,35,1677,225,0
"labels188",0,0,0,0,419,1517,22,3862,2850,309,39,215,1901,3088,101,1,2509,20,23,958,17,2018,95,1,160,4,281,3385,14,1093,13,310,36,217,663,904,2,1,460,4,1,2217,39,215,8312,10,1,20,151,23,642,2743,6,63,1
"labels189",0,0,0,0,0,0,0,23,958,17,2018,95,1,160,4,281,3385,14,1093,13,310,36,217,663,904,2,1,460,4,1,2217,39,215,8312,10,1,20,151,23,642,2743,6,63,546,1243,729,754,11,366,176,3,2370,8,526,1
"labels190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,215,8312,10,1,20,151,23,642,2743,6,63,546,1243,729,754,11,366,176,3,2370,8,526,26,18,366,176,3,2370,8,6,160,4,281,87,5,1,642,1
"labels191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,546,1243,729,754,11,366,176,3,2370,8,526,26,18,366,176,3,2370,8,6,160,4,281,87,5,1,642,546,896,7055,3,86,1497,2,201,546,276,3,196,6,1293,1
"labels192",0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,18,366,176,3,2370,8,6,160,4,281,87,5,1,642,546,896,7055,3,86,1497,2,201,546,276,3,196,6,1293,6,51,20,7,87,1,642,369,502,6,63,1
"labels193",0,0,0,0,6,51,20,7,87,1,642,369,502,6,63,9,1090,192,6300,4223,862,5,2390,2,2754,5,843,3,2570,2,2312,86,19,974,7,426,14,2390,186,63,13,29,87,5,1,8153,642,4,216,8,6897,2,8,2333,1
"labels194",0,0,0,0,0,0,0,0,0,0,86,19,974,7,426,14,2390,186,63,13,29,87,5,1,8153,642,4,216,8,6897,2,8,2333,1,160,4,281,2229,282,910,649,8,729,754,159,642,862,1,642,4882,282,16,6264,1522,1
"labels195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,160,4,281,2229,282,910,649,8,729,754,159,642,862,1,642,4882,282,16,6264,1522,51,7,3354,26,132,2712,1
"labels196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,642,4882,282,16,6264,1522,51,7,3354,26,132,2712,9,1090,2534,1,264,1058,14,59,18,1517,1
"labels197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,7,3354,26,132,2712,9,1090,2534,1,264,1058,14,59,18,1517,12,89,7,218,419,1517,5485,116,1517,3347,1517,349,1517,2737,1530,1517,2,1517,1
"labels198",0,0,0,0,0,0,0,0,0,0,0,9,1090,2534,1,264,1058,14,59,18,1517,12,89,7,218,419,1517,5485,116,1517,3347,1517,349,1517,2737,1530,1517,2,1517,112,18,942,895,4,1331,188,50,22,88,1451,3,2218,69,3523,1
"labels199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830,3195,90,914,39,201,670,1,3018,925,4,1402,175,75,13,28,1,217,2,1058,25,3605,86,4002,1166,12,30,39,215,254,2655,2,3,75,5,74,1
"labels200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,215,254,2655,2,3,75,5,74,1,119,20,120,3,62,108,13,19,1273,4,264,30,598,546,43,4802,10,51,7,192,6,19,874,1461,72,795,8,284,177,1
"labels201",0,0,0,0,0,0,0,0,0,0,0,0,0,1218,9,1090,82,104,13,6,97,178,770,52,5547,770,90,103,3537,266,2,1402,1,1071,33,44,1,299,1285,4208,27,3,8,6,4624,782,119,178,25,299,29,596,6,795,1
"labels202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3798,48,21,1,1419,4,28,194,9,261,5,1,186,571,4,175,188,2,6,51,20,7,185,5,23,107,0
"labels203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,972,777,10,509,14,1,151,7604,518,2320,664,159,237,2434,2,326,31,1,1301,11,38,1,639,4,161,119,128,37,161,617,395,586,26,4969,3,12,237,491,1431,0
"labels204",0,2767,3898,2850,1,198,936,4,28,856,573,40,573,2,384,711,200,5,1,116,4,957,1,69,546,4129,53,5,3673,2850,3,261,5,59,2,1,6950,4,592,6,275,1492,170,4209,3898,2850,6,7998,6,2448,5,335,8,28,0
"labels205",0,0,0,0,0,0,0,0,0,0,0,0,10,972,43,4806,12,31,38,3344,108,10,33,57,4,419,5,1,1173,4,2218,200,546,22,2331,3,728,12,111,1,3705,2,691,4,6,265,238,10,18,1,59,546,261,5,0
"labels206",0,0,0,0,0,10,33,57,4,419,5,1,1173,4,2218,200,546,22,2331,3,728,12,111,1,3705,2,691,4,6,265,238,10,18,1,59,546,261,5,121,1300,118,348,676,27,348,85,22,1,364,1338,3,1794,5,200,0
"labels207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,6,97,200,8,893,2,23,104,5006,10,33,1,364,109,39,17,202,59,599,2,1114,151,5,25,267,43,9,207,1,8868,90,3403,2,747,4305,1216,0
"labels208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,5,25,267,43,9,635,6,1008,1657,4,1242,132,119,3224,5,1,200,40,2,107,4,1,268,202,59,1929,1405,2,401,121,708,387,4253,95,387,407,0
"labels209",0,0,0,0,0,0,6,1509,50,521,5,1,31,2,841,2459,5,108,10,18,51,18,906,3,246,25,268,6,20,132,5365,21,260,2,2586,12201,21,1,119,31,893,6,20,21,715,2,3293,5,3024,21,1,111,9,2655,0
"labels210",0,0,10,18,51,18,906,3,246,25,268,6,20,132,5365,21,260,2,2586,12201,21,1,119,31,893,6,20,21,715,2,3293,5,3024,21,1,111,9,2655,6,20,13,1,480,1,512,1,7,2,1,96,3,174,59,732,0
"labels211",1173,550,2218,3722,188,1935,2,6,926,57,1748,26,3495,2218,3248,4700,2,2879,3,434,1,1173,550,4,25,8307,111,4,4900,2,47,1,1935,2,6,926,57,546,22,1008,1,5264,2,2644,2,1,4699,2,1,3107,4,2218,3722,188,0
"labels212",151,4,12,12205,2,147,95,49,12,2385,2,12,6265,2,12,2,147,50,127,59,1276,216,1,83,132,540,32,88,6,19,769,8,2850,3745,32,88,6,9904,3,2850,4,1,491,3545,2,7479,2,469,1415,44,11,1,119,267,0
"labels213",59,1276,216,1,83,132,540,32,88,6,19,769,8,2850,3745,32,88,6,9904,3,2850,4,1,491,3545,2,7479,2,469,1415,44,11,1,119,267,132,540,32,8406,2850,4,10,1174,7012,4,2,3746,44,11,5,1793,1,340,59,0
"labels214",19,769,8,2850,3745,32,88,6,9904,3,2850,4,1,491,3545,2,7479,2,469,1415,44,11,1,119,267,132,540,32,8406,2850,4,10,1174,7012,4,2,3746,44,11,5,1793,1,340,59,4696,9,43,16,1477,2,685,2,2,2856,0
"labels215",0,0,0,0,0,132,540,32,8406,2850,4,10,1174,7012,4,2,3746,44,11,5,1793,1,340,59,4696,9,43,16,1477,2,685,2,2,2856,95,146,74,7927,9,43,16,2586,2,5127,2,2,3551,2,56,8,79,10,74,526,0
"labels216",0,0,0,0,0,0,0,0,0,0,0,0,0,4696,9,43,16,1477,2,685,2,2,2856,95,146,74,7927,9,43,16,2586,2,5127,2,2,3551,2,56,8,79,10,74,526,26,32,88,6,491,769,26,32,88,6,769,0
"labels217",6,769,26,32,88,6,3724,3,4703,2218,691,21,29,119,26,32,88,6,3724,5,44,546,896,88,4654,15,322,8307,6068,2,752,546,445,7341,1,836,1320,10,3724,4,1,4964,1173,550,2218,6788,1,1509,4,1,35,128,2543,13419,0
